bvdid;postcode
DE2190423062;30165
DE2190423250;31603
DE2190424151;30952
DE2190424190;30159
DE2190425535;30853
DE2190425804;31547
DE2190426017;30826
DE2190426918;30453
DE2190428191;30167
DE2190428481;30851
DE2190428961;31275
DE2190429599;31582
DE2190429854;30826
DE2190430113;30659
DE2190430325;30419
DE2190430385;30159
DE2190434018;30826
DE2190434399;30952
DE2190434966;30167
DE2190435765;30455
DE2190437663;30900
DE2190439204;30169
DE2190440183;46348
DE2190440364;30827
DE2190441176;30177
DE2190442062;30179
DE2190442431;30938
DE2190442432;30938
DE2190442917;30179
DE2190444395;30177
DE2190445348;30165
DE2190445493;37431
DE2190445524;31715
DE2190445567;30161
DE2190445775;30827
DE2190446139;30851
DE2190446340;31604
DE2190446624;30455
DE2190447399;30855
DE2190448812;31609
DE2190449046;30827
DE2190449067;30159
DE2190449492;30163
DE2190449506;30855
DE2190449511;30419
DE2190449839;30827
DE2190450124;30900
DE2190450664;30449
DE2190450675;30175
DE2190452234;31832
DE2190452571;30171
DE2190452820;31535
DE2190453944;30159
DE2190456076;30159
DE2190456522;31515
DE2190457097;30826
DE2190457478;30173
DE2190457913;31582
DE2190459324;30165
DE2190461263;32427
DE2190461463;30926
DE2190461532;30159
DE2190462419;30627
DE2190462449;30165
DE2190463831;30167
DE2190463864;30167
DE2190464528;30916
DE2190465139;30163
DE2190465989;31633
DE2190466020;31319
DE2190466274;30159
DE2190466717;30880
DE2190466977;30926
DE2190467407;30161
DE2190468155;30179
DE2190469037;30159
DE2190469540;31559
DE2190470710;30559
DE2190471467;31515
DE2190471839;30159
DE2190472042;30827
DE2190472691;30629
DE2190473020;30855
DE2190473028;30177
DE2190473385;30855
DE2190474214;30938
DE2190474266;30161
DE2190474297;30916
DE2190474825;31582
DE2190476068;30625
DE2190476130;30926
DE2190476175;30916
DE2190477585;30855
DE2190478083;30900
DE2190478348;30659
DE2190479216;30966
DE2190479349;30625
DE2190480149;30827
DE2190480164;30827
DE2190480546;31515
DE2190480626;30625
DE2190480674;30655
DE2190481361;30880
DE2190481479;30559
DE2190481640;30625
DE2190481706;30453
DE2190482284;31275
DE2190483121;31515
DE2190483147;30179
DE2190483696;30938
DE2190483783;30159
DE2190483856;30165
DE2190484229;30916
DE2190484803;30900
DE2190485350;30159
DE2190485843;30655
DE2190486420;30916
DE2190486826;30880
DE2190488032;31135
DE2190488054;30982
DE2190488264;31515
DE2190489340;30823
DE2190489776;31319
DE2190490515;31867
DE2190490748;30890
DE2190492632;30159
DE2190492727;30880
DE2190493325;30855
DE2190493443;30827
DE2190493587;31655
DE2190494989;31535
DE2190495042;30916
DE2190495187;31319
DE2190495606;30926
DE2190496318;82031
DE2190496554;30827
DE2190496882;30938
DE2190496999;30159
DE2190497296;31606
DE2190497649;30419
DE2190497810;30539
DE2190497885;31535
DE2190498182;81547
DE2190498245;32423
DE2190498405;30451
DE2190498426;30559
DE2190498591;31319
DE2190498812;30173
DE2190499673;30625
DE2190500748;31559
DE2190501347;30161
DE2190501369;30163
DE2190502419;30855
DE2190502822;30851
DE2190503206;31832
DE2190503636;31319
DE2190504101;30826
DE2190504315;30989
DE2190504868;30827
DE2190504869;30629
DE2190504944;30519
DE2190505091;71679
DE2190505265;30161
DE2190505333;30880
DE2190505399;30559
DE2190505443;30823
DE2190506466;30559
DE2190506550;30655
DE2190506856;30966
DE2190506906;30165
DE2190508140;30519
DE2190510057;30855
DE2190510353;30453
DE2190511056;30659
DE2190511487;30159
DE2190511683;30989
DE2190511710;30161
DE2190513154;30159
DE2190513326;31655
DE2190513354;30659
DE2190513436;31535
DE2190514279;49074
DE2190514843;30853
DE2190515099;30519
DE2190515274;30453
DE2190515411;30880
DE2190516068;31613
DE2190516488;31535
DE2190516707;31552
DE2190517295;26871
DE2190517489;30880
DE2190517511;30175
DE2190517748;30175
DE2190519560;30159
DE2190519627;30659
DE2190519934;30179
DE2190521175;30177
DE2190521298;31535
DE2190521309;30455
DE2190521679;30161
DE2190521761;30880
DE2190523021;30625
DE2190523372;30625
DE2190523439;30916
DE2190524562;30177
DE2190524757;30167
DE2190525743;30853
DE2190526447;31582
DE2190526572;31582
DE2190527138;30890
DE2190527424;31628
DE2190527624;30169
DE2190528734;30159
DE2190529225;30827
DE2190529943;30659
DE2190530184;30625
DE2190530990;30165
DE2190533025;31515
DE2190533137;30159
DE2190533556;30938
DE2190533574;30855
DE2190533593;30159
DE2190534200;31832
DE2190535305;30159
DE2190535551;30855
DE2190535797;30938
DE2190536513;31603
DE2190536992;30989
DE2190537169;30853
DE2190538181;81673
DE2190538621;30167
DE2190539100;40212
DE2190539173;31275
DE2190539209;30171
DE2190539660;31515
DE2190540083;30539
DE2190540532;30855
DE2190541906;30179
DE2190542720;31535
DE2190543668;30449
DE2190544316;
DE2190545322;30179
DE2190546022;30853
DE2190546025;31515
DE2190548077;30827
DE2190548284;30159
DE2190548297;30159
DE2190548454;30539
DE2190549155;30159
DE2190549461;30167
DE2190550462;38444
DE2190551685;30559
DE2190553157;30938
DE2190553259;30853
DE2190553548;30419
DE2190553608;30916
DE2190556931;31832
DE2190557127;30926
DE2190557276;30826
DE2190557716;30851
DE2190557717;30519
DE2190557732;30419
DE2190557978;30169
DE2190558549;30625
DE2190559085;30161
DE2190559353;31832
DE2190559507;30519
DE2190559806;30161
DE2190560125;30175
DE2190560672;30890
DE2190560734;33604
DE2190560802;31162
DE2190562234;30167
DE2190562473;31319
DE2190562514;31275
DE2190562913;30519
DE2190563514;30165
DE2190564271;30559
DE2190564640;30177
DE2190565278;30159
DE2190565489;30938
DE2190566120;31311
DE2190566523;30159
DE2190567153;30161
DE2190567721;31592
DE2190567833;30851
DE2190567836;30853
DE2190570150;30625
DE2190570546;31552
DE2190570579;30163
DE2190571029;30449
DE2190572093;30938
DE2190572452;40472
DE2190573193;30179
DE2190573279;31226
DE2190574501;30900
DE2190575234;30449
DE2190577558;30457
DE2190577766;30625
DE2190577909;30159
DE2190578544;30171
DE2190578689;31515
DE2190579882;30559
DE2190580053;31515
DE2190580119;30169
DE2190580542;30453
DE2190581181;30855
DE2190581203;30449
DE2190582160;30519
DE2190583901;30938
DE2190584184;30159
DE2190584187;30159
DE2190584216;30159
DE2190584220;30159
DE2190584253;30161
DE2190584276;30655
DE2190586230;30159
DE2190586571;31618
DE2190587338;31137
DE2190589114;30159
DE2190590625;30916
DE2190591934;38642
DE2190596154;30855
DE2190596228;30855
DE2190596355;30175
DE2190596944;31606
DE2190597306;30827
DE2190598825;31134
DE2190601801;30519
DE2190602306;30419
DE2190604882;30916
DE2190611325;31535
DE2190611908;30159
DE2190619044;30629
DE2210000037;31135
DE2210000566;31134
DE2210001336;31180
DE2210001342;31162
DE2210002375;31137
DE2210004192;31137
DE2210004312;31134
DE2210005321;31157
DE2210005977;31157
DE2210006186;31139
DE2210006247;31135
DE2210006535;31157
DE2210007087;31195
DE2210008003;31135
DE2210008092;31134
DE2210008424;31137
DE2210008811;31249
DE2210010502;31135
DE2210011198;31061
DE2210011680;31157
DE2210011947;31191
DE2210013486;31139
DE2210013907;31157
DE2210014023;31157
DE2210014629;31162
DE2210016251;31162
DE2210016946;31139
DE2210017534;31167
DE2210017931;31188
DE2210019867;31134
DE2210021475;31137
DE2210022014;31249
DE2210023208;31134
DE2210023236;31137
DE2210023335;31177
DE2210023484;31139
DE2210024044;31008
DE2210024448;31079
DE2210025399;31084
DE2210025610;31061
DE2210026576;31061
DE2210027384;31157
DE2210027449;31028
DE2210028344;31134
DE2210028463;31188
DE2210029172;31061
DE2210030350;31134
DE2210030575;31185
DE2210030654;31234
DE2210031883;31157
DE2210032301;31135
DE2210032321;31061
DE2210032415;31199
DE2210034832;31137
DE2210034923;31135
DE2210037608;31157
DE2210038021;31139
DE2210039737;31089
DE2210040008;31134
DE2210040809;31139
DE2210042280;31188
DE2210044296;31135
DE2210045616;31139
DE2210046424;31008
DE2210047064;31008
DE2210047393;31188
DE2210047923;31008
DE2210049099;31195
DE2210049546;31180
DE2210050595;31137
DE2210051392;31135
DE2210052179;31137
DE2210052306;38268
DE2210053278;31188
DE2210054333;31137
DE2210054621;31061
DE2210054884;31135
DE2210055684;31188
DE2210055767;31141
DE2210056130;31234
DE2210056637;31249
DE2210056810;31171
DE2210057592;31061
DE2210058270;31195
DE2210059751;31135
DE2210060561;31134
DE2210060946;31199
DE2210061414;31185
DE2210062290;31141
DE2210062819;31157
DE2210062991;31185
DE2210063887;31137
DE2210064309;31162
DE2210064408;31139
DE2210064635;31185
DE2210065310;31180
DE2210065408;31061
DE2210065562;31008
DE2210068287;31134
DE2210068291;31137
DE2210068389;31008
DE2210070148;31241
DE2210071227;31137
DE2210074875;31234
DE2210075509;31234
DE2210076616;31134
DE2210077584;31191
DE2210077751;31134
DE2210078826;31135
DE2210080862;31249
DE2210081789;31177
DE2210082402;38112
DE2210084833;31157
DE2210086113;31135
DE2210086585;31135
DE2210087088;31162
DE2210087440;31195
DE2210087764;31134
DE2210088663;31008
DE2210090099;38268
DE2210090646;31199
DE2210091229;31134
DE2210091485;31177
DE2210092575;31167
DE2210094361;31137
DE2210095031;31137
DE2210095197;31180
DE2210095981;31061
DE2210096968;31008
DE2210097324;31137
DE2210098637;31008
DE2210101212;31028
DE2210101812;31084
DE2210102075;30457
DE2210102093;31135
DE2210102640;31061
DE2210102793;31137
DE2210103156;31157
DE2210103429;31137
DE2210103676;31135
DE2210104617;31234
DE2210104639;31137
DE2210105377;31162
DE2210105447;31224
DE2210105603;38268
DE2210106940;31137
DE2210107690;31191
DE2210107696;31134
DE2210109295;31139
DE2210109320;31180
DE2210109321;38268
DE2210110736;31157
DE2210110756;31134
DE2210111744;31134
DE2210111792;31174
DE2210112066;31008
DE2210112582;31167
DE2210112957;31137
DE2210113858;31137
DE2210114368;31134
DE2210114391;31084
DE2210114614;31137
DE2210115376;31234
DE2210115420;31162
DE2210115871;31241
DE2210115893;31185
DE2210116140;31061
DE2210116256;31157
DE2210116358;31134
DE2210117164;31008
DE2210117166;31171
DE2210117415;31234
DE2210117485;81673
DE2210117766;12307
DE2210119295;31061
DE2210120062;31137
DE2210120613;31162
DE2210122036;38268
DE2210123572;31134
DE2210124315;31137
DE2210125821;31162
DE2210125949;40472
DE2210126375;31061
DE2210126532;31249
DE2210126568;38100
DE2210126819;31249
DE2210126888;31157
DE2210127204;31137
DE2210127301;31177
DE2210127364;31135
DE2210127491;31180
DE2210128050;31167
DE2210129092;31134
DE2210129098;31180
DE2210130062;31185
DE2210131951;31135
DE2210132212;31134
DE2210132819;31185
DE2210133359;31137
DE2210134753;31135
DE2210134921;31008
DE2210135020;31137
DE2210136009;31241
DE2210136147;31137
DE2210136365;31157
DE2210136915;31137
DE2210137757;31134
DE2210137758;31157
DE2210138529;31185
DE2210139021;31089
DE2210139239;31157
DE2210139623;31061
DE2210140736;31135
DE2210140792;31137
DE2210142006;31180
DE2210142208;31157
DE2210142293;31134
DE2210143886;31135
DE2210144427;31180
DE2210145973;31137
DE2210153463;31134
DE2210163241;31061
DE2210163829;31188
DE2210165263;31028
DE2210168416;31135
DE2210170602;31234
DE2210171581;31162
DE2210171896;31162
DE2210172398;31137
DE2210172819;31134
DE2210173396;31177
DE2210174425;31036
DE2210175021;31036
DE2210175516;31137
DE2210175619;31137
DE2210175662;30880
DE2210176548;31180
DE2210176552;31177
DE2210179408;31167
DE2210179614;31195
DE2210180082;31157
DE2210181511;31195
DE2230000074;24220
DE2230000174;24118
DE2230000353;24145
DE2230000374;24222
DE2230000378;24159
DE2230000429;24114
DE2230000790;24222
DE2230000905;24145
DE2230000958;24149
DE2230001056;24223
DE2230001118;24211
DE2230001219;24217
DE2230001584;24211
DE2230002105;24232
DE2230002514;24118
DE2230002730;24106
DE2230003897;24145
DE2230004031;24357
DE2230004078;24118
DE2230004739;24232
DE2230005137;24118
DE2230005183;24111
DE2230007913;24148
DE2230008547;24796
DE2230011302;24113
DE2230012746;24217
DE2230013215;24145
DE2230013966;24217
DE2230014033;24103
DE2230014585;24103
DE2230014757;24107
DE2230015234;24211
DE2230015519;24114
DE2230017277;24109
DE2230019046;24107
DE2230019789;24211
DE2230026151;24340
DE2230026244;24103
DE2230026314;24340
DE2230026960;24116
DE2230030238;24103
DE2230031614;24211
DE2230032079;24145
DE2230033999;24211
DE2230035414;24145
DE2230037298;24119
DE2230038679;24119
DE2230039093;24354
DE2230040608;24214
DE2230040658;24214
DE2230042312;24223
DE2230042494;24106
DE2230044687;24340
DE2230051360;24148
DE2230051874;24223
DE2230051914;24103
DE2230053823;24103
DE2230055553;24145
DE2230056672;24232
DE2230056869;24113
DE2230058680;14913
DE2230058682;24106
DE2230059291;24222
DE2230059300;24113
DE2230060381;24340
DE2230060681;24340
DE2230061122;24214
DE2230061271;24222
DE2230061530;24119
DE2230063125;24247
DE2230063358;24118
DE2230065034;24211
DE2230065353;24143
DE2230065593;24113
DE2230066291;24148
DE2230067339;22767
DE2230067460;24103
DE2230068271;24118
DE2230068347;24226
DE2230069672;24145
DE2230071286;24340
DE2230073590;24119
DE2230073719;24109
DE2230073760;24113
DE2230075731;24106
DE2230078974;24119
DE2230079017;24118
DE2230079697;24145
DE2230079758;24161
DE2230081211;24109
DE2230082969;24106
DE2230083187;24113
DE2230084791;24105
DE2230085690;24217
DE2230085722;24226
DE2230086276;24222
DE2230087164;24145
DE2230087872;24105
DE2230089005;24105
DE2230089035;24235
DE2230089400;24145
DE2230089868;24222
DE2230090878;24161
DE2230090880;24161
DE2230090883;24161
DE2230091796;24116
DE2230092479;24814
DE2230093442;24340
DE2230094088;24214
DE2230094771;24118
DE2230095219;12161
DE2230097090;24211
DE2230097493;24145
DE2230097825;24109
DE2230098555;25797
DE2230098728;24113
DE2230099132;24118
DE2230099475;24340
DE2230099732;24223
DE2230102395;24340
DE2230102590;24103
DE2230102827;24114
DE2230103007;23795
DE2230104730;24118
DE2230105250;24116
DE2230105423;29556
DE2230105554;24106
DE2230109047;24118
DE2230109097;24107
DE2230111036;24254
DE2230111238;24145
DE2230111399;24114
DE2230111610;24103
DE2230111786;24107
DE2230112507;24109
DE2230112642;24103
DE2230113330;24109
DE2230113604;24211
DE2230113711;24159
DE2230113724;24103
DE2230115207;24145
DE2230116089;24220
DE2230116258;22087
DE2230116260;24226
DE2230116597;24211
DE2230117214;24232
DE2230117579;24105
DE2230117969;24109
DE2230118154;24229
DE2230118454;24211
DE2230118600;24109
DE2230119115;24214
DE2230119896;24118
DE2230120414;24143
DE2230120925;24222
DE2230121317;24814
DE2230121376;24211
DE2230122586;39435
DE2230122592;24118
DE2230122644;24232
DE2230124565;24235
DE2230124696;24118
DE2230125943;24145
DE2230128590;24811
DE2230128596;24113
DE2230128687;24235
DE2230129039;24106
DE2230129211;24814
DE2230129450;24814
DE2230130522;24146
DE2230130847;24229
DE2230133708;24105
DE2230134489;24226
DE2230134642;24107
DE2230134882;25337
DE2230135771;24107
DE2230137534;24106
DE2230137680;24143
DE2230137831;24214
DE2230137968;24214
DE2230138641;24145
DE2230140008;24103
DE2230140962;24114
DE2230141531;24148
DE2230141748;24114
DE2230141927;24109
DE2230143180;24103
DE2230143281;13053
DE2230144346;24223
DE2230145008;24105
DE2230146198;24106
DE2230146704;24118
DE2230147383;24145
DE2230148980;24105
DE2230149251;24113
DE2230149550;24106
DE2230150640;24143
DE2230151606;24113
DE2230151757;24340
DE2230153298;24254
DE2230153324;24340
DE2230153621;24217
DE2230153988;24211
DE2230154070;24118
DE2230154272;24105
DE2230154798;24340
DE2230155220;24107
DE2230155355;24351
DE2230155407;24118
DE2230158311;24145
DE2230158842;24109
DE2230159493;24118
DE2230159648;24222
DE2230159733;25764
DE2230159763;24354
DE2230160710;24223
DE2230160812;24159
DE2230160838;24214
DE2230161633;24539
DE2230161904;24211
DE2230162171;24107
DE2230163804;24118
DE2230163901;24103
DE2230165955;24253
DE2230166437;63067
DE2230166735;24214
DE2230166894;24214
DE2230167607;24114
DE2230169064;22769
DE2230170972;24232
DE2230171230;24232
DE2230171945;24103
DE2230172256;24647
DE2230172537;24211
DE2230172615;22529
DE2230173641;24217
DE2230173664;24113
DE2230173804;24161
DE2230174062;24119
DE2230174314;24145
DE2230174586;24113
DE2230174720;24114
DE2230174821;24105
DE2230174843;24113
DE2230175866;24143
DE2230176016;24106
DE2230176280;24114
DE2230178060;24148
DE2230178333;24340
DE2230178345;24114
DE2230179477;24256
DE2230180521;24232
DE2230181216;24106
DE2230186927;18055
DE2230192147;24601
DE2230192713;24399
DE2230192835;24143
DE2230193356;24223
DE2230193453;24118
DE2230193749;24143
DE2230195252;24143
DE2230196585;24113
DE2230197984;24214
DE2230200404;24145
DE2230200491;24103
DE2230201395;24229
DE2230201485;24105
DE2230201558;24113
DE2230202368;24361
DE2230202783;24116
DE2230203006;24811
DE2230203125;24103
DE2230203703;24143
DE2230203818;24223
DE2230204133;24222
DE2230204296;24113
DE2230204531;24106
DE2230204865;24103
DE2230205197;24113
DE2230206143;24226
DE2230206773;24113
DE2230207094;24253
DE2230207329;40223
DE2230207646;25524
DE2230207728;24340
DE2230208029;24114
DE2230208314;24118
DE2230208785;24536
DE2230209150;24113
DE2230210191;24340
DE2230210227;24814
DE2230210363;66693
DE2230210387;24103
DE2230210476;24145
DE2230210884;24143
DE2230211234;24211
DE2230211536;24357
DE2230211601;24113
DE2230212390;24103
DE2230212967;24229
DE2230213732;22761
DE2230213779;24105
DE2230214635;24143
DE2230214770;24796
DE2230215333;24367
DE2230215398;24229
DE2230217197;24118
DE2230217229;24103
DE2230217448;24811
DE2230217933;17391
DE2230219380;24814
DE2230220159;24814
DE2230222964;24113
DE2250000176;26723
DE2250000223;26723
DE2250000459;26639
DE2250000642;26842
DE2250003123;26871
DE2250003309;26639
DE2250003334;26789
DE2250003456;26624
DE2250003869;26789
DE2250004010;49767
DE2250004102;26683
DE2250004108;26871
DE2250004113;26603
DE2250004671;26831
DE2250004703;26871
DE2250005320;26676
DE2250005644;26723
DE2250005702;49779
DE2250006233;26826
DE2250006341;26605
DE2250007086;49767
DE2250007254;26789
DE2250007766;49767
DE2250007982;26607
DE2250007992;49744
DE2250007995;49716
DE2250008796;26721
DE2250008917;26607
DE2250008977;49716
DE2250009008;26506
DE2250009079;26871
DE2250009195;26603
DE2250009228;26624
DE2250009500;26629
DE2250009658;26639
DE2250010339;26789
DE2250010388;49733
DE2250011251;26607
DE2250011597;26736
DE2250011604;49744
DE2250011934;26817
DE2250011954;26899
DE2250012204;26789
DE2250012250;26624
DE2250013842;49767
DE2250013855;49751
DE2250014432;26605
DE2250014738;49744
DE2250016602;26736
DE2250016603;26169
DE2250016619;26723
DE2250017157;26903
DE2250017322;26810
DE2250017452;49777
DE2250018173;26897
DE2250018269;26871
DE2250018895;26789
DE2250019257;26605
DE2250019622;26446
DE2250021381;49733
DE2250021453;26571
DE2250021787;26723
DE2250022001;26683
DE2250022359;26842
DE2250022662;26605
DE2250022864;26506
DE2250022867;26629
DE2250023152;26802
DE2250023719;26639
DE2250025577;49757
DE2250026102;49774
DE2250026190;26603
DE2250027552;49716
DE2250028599;26810
DE2250028612;26899
DE2250029423;26446
DE2250030522;26169
DE2250030838;26826
DE2250032298;26871
DE2250033018;26736
DE2250034882;26624
DE2250034901;26683
DE2250035224;26632
DE2250035960;49767
DE2250036459;49767
DE2250037573;49733
DE2250039065;26871
DE2250039184;26802
DE2250039231;49757
DE2250039276;49779
DE2250041063;26725
DE2250042209;26789
DE2250044876;26629
DE2250044977;26605
DE2250045286;26548
DE2250047516;26553
DE2250048052;49740
DE2250051004;26607
DE2250054371;49716
DE2250054417;26723
DE2250054593;26904
DE2250054955;49757
DE2250056375;49716
DE2250056590;26844
DE2250060279;26789
DE2250060808;26603
DE2250063049;49744
DE2250063120;26899
DE2250063503;26871
DE2250064719;26632
DE2250067358;26632
DE2250068540;26474
DE2250070506;26736
DE2250070580;49733
DE2250071154;26736
DE2250071216;26607
DE2250071406;26789
DE2250071610;26624
DE2250071825;26871
DE2250072708;26169
DE2250073219;26759
DE2250073586;26789
DE2250074026;26901
DE2250074695;26506
DE2250075190;49716
DE2250076084;49777
DE2250076242;26789
DE2250076665;26169
DE2250077100;49751
DE2250078331;26506
DE2250079629;26721
DE2250080455;26474
DE2250080644;26624
DE2250080722;26892
DE2250081149;26632
DE2250081156;26897
DE2250081160;26871
DE2250081799;49757
DE2250081839;26899
DE2250081956;26409
DE2250082547;49751
DE2250082703;26871
DE2250082907;26892
DE2250082993;26901
DE2250083730;49716
DE2250083915;26632
DE2250085284;49757
DE2250086081;26789
DE2250086393;26632
DE2250088669;26892
DE2250088804;49733
DE2250088814;26899
DE2250089439;49774
DE2250089544;26639
DE2250089902;26169
DE2250089919;26835
DE2250090263;49774
DE2250090610;26548
DE2250090679;26871
DE2250091330;26446
DE2250092561;26802
DE2250092658;26639
DE2250093146;49716
DE2250095740;49716
DE2250095806;26169
DE2250096023;49716
DE2250099455;49757
DE2250100000;26721
DE2250100082;26789
DE2250101734;49757
DE2250103422;49770
DE2250103481;26831
DE2250104461;49770
DE2250105136;26446
DE2250105988;49762
DE2250106084;18337
DE2250106119;26871
DE2250106167;49733
DE2250107679;49716
DE2250108296;26721
DE2250109232;49740
DE2250109675;26721
DE2250110420;26725
DE2250111064;26789
DE2250111271;49744
DE2250111964;26721
DE2250116802;26506
DE2250118033;26789
DE2250121807;26892
DE2250122002;49716
DE2250125426;26725
DE2250125480;26723
DE2250125550;49757
DE2250126106;26548
DE2250128522;26736
DE2250130428;26721
DE2250130450;26789
DE2250130660;26725
DE2250131834;26605
DE2250134378;49716
DE2250135629;26831
DE2250136637;26817
DE2250136834;26892
DE2250138132;49740
DE2250139776;26629
DE2250140931;26789
DE2250141563;26892
DE2250142030;26871
DE2250144524;26899
DE2250144550;22761
DE2250144566;26817
DE2250144621;26548
DE2250144865;26802
DE2250145656;49716
DE2250146916;26532
DE2250147391;26548
DE2250147911;26446
DE2250149047;26506
DE2250151537;26817
DE2250151615;26723
DE2250151993;26871
DE2250153271;26524
DE2250154316;26892
DE2250154783;49733
DE2250156419;49744
DE2250157573;49733
DE2250159777;26871
DE2250160771;49767
DE2250161221;26548
DE2250161830;26789
DE2250162759;26427
DE2250162832;26789
DE2250162991;26169
DE2250163187;49757
DE2250164856;49751
DE2250166256;26871
DE2250166627;49835
DE2250166673;49716
DE2250168420;26897
DE2250168811;26835
DE2250168985;26169
DE2250169547;49770
DE2250169817;26802
DE2250170398;49740
DE2250170791;26897
DE2250171025;26721
DE2250173251;49740
DE2250174402;26725
DE2250174950;26605
DE2250175892;49757
DE2250176667;26892
DE2250179579;26789
DE2250181075;49767
DE2250181079;49767
DE2250181186;49716
DE2250181190;26529
DE2250181442;49733
DE2250181937;49770
DE2250182161;49716
DE2250182207;26871
DE2250183317;26169
DE2250183719;49740
DE2250183898;26683
DE2250184502;26446
DE2250185526;49733
DE2250186558;49744
DE2250190376;49716
DE2250192312;26892
DE2250192729;49767
DE2250193388;26721
DE2250194030;26721
DE2250194261;26632
DE2250194693;26683
DE2250194865;26683
DE2250196806;26789
DE2250198096;26169
DE2250198227;49751
DE2250199786;26524
DE2250201191;26725
DE2250202100;26723
DE2250202112;49757
DE2250202447;49762
DE2250207748;26169
DE2250208777;26524
DE2250208988;26409
DE2250209014;26683
DE2250209257;26624
DE2250209707;49716
DE2250210470;26169
DE2250211879;49777
DE2250212061;49733
DE2250213217;26607
DE2250214489;49733
DE2250214653;26676
DE2250217929;26789
DE2250218024;26789
DE2250220074;26789
DE2250223995;26892
DE2250224079;49762
DE2250224732;26169
DE2250224832;49777
DE2250226763;49779
DE2250227419;26676
DE2250228327;49774
DE2250229381;26897
DE2250229552;26909
DE2250229634;26892
DE2250230668;49740
DE2250230680;49740
DE2250232980;26670
DE2250234499;26757
DE2250236562;26810
DE2250237500;26219
DE2250239547;26506
DE2250240164;26219
DE2250240740;26169
DE2250241904;26789
DE2250242618;49762
DE2250242908;26670
DE2250243386;49733
DE2250243478;26219
DE2250243552;49767
DE2250243649;26871
DE2250244621;49090
DE2250245902;26683
DE2250246890;26639
DE2250247464;49744
DE2250247576;26871
DE2250250463;26871
DE2250251056;26721
DE2250251159;26817
DE2250251768;26548
DE2250252246;49777
DE2250252268;26506
DE2250252404;49733
DE2250253067;26789
DE2250253482;49767
DE2250253692;26904
DE2250254455;26789
DE2250255660;49767
DE2250257923;26835
DE2250258433;26789
DE2250258708;49744
DE2250258719;26901
DE2250258783;26169
DE2250258829;26169
DE2250262478;26901
DE2250262742;26817
DE2250263096;49716
DE2250264335;49716
DE2250265388;26169
DE2250265706;49716
DE2250267997;49733
DE2250268016;49751
DE2250268053;26723
DE2250268658;26723
DE2250268661;26723
DE2250268796;26871
DE2250269431;26219
DE2250272894;49757
DE2250275812;26723
DE2250276532;26670
DE2250276537;26670
DE2250282632;26169
DE2250288648;26892
DE2250290708;26789
DE2250298792;49757
DE2250304193;49740
DE2250306234;49751
DE2250307071;49716
DE2250307861;26810
DE2250312028;49774
DE2250313653;26723
DE2250314332;26721
DE2250315074;26789
DE2250315914;26901
DE2250316420;49716
DE2250316898;26532
DE2250317743;26603
DE2250318877;26603
DE2250319835;26871
DE2250321362;49744
DE2250323433;49661
DE2250327126;49685
DE2250328856;26524
DE2250329491;49751
DE2250332311;26676
DE2250335364;26789
DE2250336233;49774
DE2250342119;26871
DE2250342598;26904
DE2250344002;26553
DE2250344950;49716
DE2270000850;23560
DE2270001230;23619
DE2270001258;23560
DE2270001268;23617
DE2270002123;23568
DE2270002379;23626
DE2270002445;23552
DE2270002603;23701
DE2270002627;23556
DE2270003756;23909
DE2270005290;23701
DE2270005322;23552
DE2270005587;23560
DE2270005607;23562
DE2270006001;23758
DE2270006958;23562
DE2270007825;23554
DE2270007857;23669
DE2270008213;23556
DE2270008475;23909
DE2270008557;23556
DE2270008625;23566
DE2270008831;23730
DE2270008905;24601
DE2270008984;24306
DE2270009190;23626
DE2270009198;20095
DE2270009236;23566
DE2270009365;23730
DE2270009381;23701
DE2270009576;23556
DE2270009766;23556
DE2270010500;23758
DE2270011689;24306
DE2270012396;23556
DE2270012528;23611
DE2270012729;23611
DE2270012882;23611
DE2270012990;23564
DE2270013108;23758
DE2270013208;23617
DE2270013220;23619
DE2270013352;23554
DE2270013474;23617
DE2270013822;23730
DE2270014902;23556
DE2270015542;23556
DE2270016143;23566
DE2270016597;23566
DE2270017399;23560
DE2270017778;23556
DE2270018015;23715
DE2270018125;23701
DE2270018155;23554
DE2270018566;23743
DE2270019009;23743
DE2270019135;24326
DE2270020665;23558
DE2270020855;23758
DE2270021162;24103
DE2270022202;23556
DE2270022618;23701
DE2270023780;23570
DE2270024065;23570
DE2270024772;23669
DE2270024804;24238
DE2270025167;23774
DE2270025275;23556
DE2270025576;23558
DE2270027099;23560
DE2270027631;23570
DE2270028261;23558
DE2270029135;23617
DE2270029828;23552
DE2270029955;23774
DE2270030248;23568
DE2270033492;23566
DE2270033856;23611
DE2270034475;23611
DE2270036262;23858
DE2270036518;23701
DE2270037140;23775
DE2270037387;23749
DE2270037606;23569
DE2270040497;23569
DE2270041366;23911
DE2270043627;23554
DE2270044895;23617
DE2270047943;23738
DE2270049083;23743
DE2270049388;23556
DE2270049915;23730
DE2270051268;23669
DE2270052321;23560
DE2270055299;23560
DE2270059437;23556
DE2270060314;23554
DE2270060734;22525
DE2270062960;23689
DE2270066513;23758
DE2270067879;23570
DE2270070079;23730
DE2270070438;23689
DE2270073692;23847
DE2270073906;23552
DE2270073944;24326
DE2270074284;23564
DE2270074285;23564
DE2270075116;19217
DE2270075834;23556
DE2270080093;23730
DE2270080839;23556
DE2270081775;23749
DE2270081827;23556
DE2270082284;23556
DE2270084402;23568
DE2270088102;23552
