bvdid;postcode
DE5150059861;51766
DE8130102019;85123
DE6250264852;65439
DE6110306583;35578
DE5170147219;56564
DE2150168815;20539
DE8250032710;84559
DE2190359048;31515
DE2270038331;23626
DE4250005094;48432
DE5170164821;56072
DE6290264235;12623
DE4010117799;33824
DE2010799021;10117
DE2270202292;23909
DE5330028984;42799
DE8050049555;96170
DE8310087700;97502
DE6170009615;65558
DE8030009008;86368
DE8070013717;91090
DE3270041805;16928
DE2250020616;26901
DE4210020094;58849
DE2370079266;26135
DE8030116997;86156
DE5090037186;47533
DE7010207638;79400
DE2090214725;25813
DE2250278249;49716
DE4350070402;58452
DE8270235321;89343
DE8330346052;82152
DE5170102729;56743
DE3110021889;07548
DE7250025366;66955
DE2150630544;20148
DE2390039883;22946
DE4030010232;46325
DE5030599092;53757
DE5270085639;41540
DE5350021903;54518
DE6170087906;35781
DE8070045758;95448
DE8210001075;88339
DE8250009274;84489
DE8170845369;80335
DE8210085247;88212
DE6050080267;64625
DE4250045631;48691
DE2010270339;10787
DE2011069555;15711
DE2030205711;38165
DE2050237055;28757
DE2090016119;25980
DE2090212948;24997
DE2110003582;37170
DE2150167635;22844
DE2150477196;22763
DE2151078424;20149
DE2270204550;23858
DE2290000405;25557
DE2290009071;24589
DE2350024714;27572
DE2370282698;26188
DE3030050233;09405
DE3030259964;59505
DE3070210230;01307
DE3170001607;39317
DE3190165130;17459
DE3190311476;18437
DE3230010156;99958
DE3230011021;99867
DE3230193977;99867
DE3310008651;08060
DE3350000939;39319
DE3350004462;39576
DE4030003795;46395
DE4030007809;46414
DE4030009906;46348
DE4070364883;44309
DE4170014325;32758
DE4170099459;32120
DE4170261166;32051
DE4190012725;58708
DE4250044089;48165
DE4250242601;48155
DE4250402790;48268
DE4270031546;59757
DE4330023573;57368
DE4330049514;57076
DE4350002000;58454
DE5030318986;53340
DE5050399705;40225
DE5170041237;56072
DE5210003668;47441
DE5210057589;40667
DE5210061819;47807
DE5230110845;41334
DE5290068419;56581
DE5310034456;42929
DE5350001452;54290
DE5350008070;54439
DE6010112353;55444
DE6090067185;36124
DE6130113967;63477
DE6150342595;34123
DE7010281836;79114
DE7050109587;74722
DE7130050442;78359
DE7150187886;67269
DE7210040081;77654
DE7230051947;75233
DE7230285565;71299
DE7270077236;72459
DE7330052651;72649
DE7330755625;71706
DE7330875669;72108
DE7370110680;89547
DE8110025728;08538
DE8110097228;95615
DE8170347851;81373
DE8170673114;81375
DE8190100495;90475
DE8190413145;90765
DE8190749869;91093
DE8230445552;94089
DE8230445943;94152
DE8250155894;83737
DE8250243969;83607
DE8250310654;83349
DE8270112062;88499
DE8330149392;82256
DE4330091436;57413
DE4130058847;33415
DE7270013832;72401
DE3050014015;03249
DE7010139897;79379
DE3030036666;09117
DE7010070229;79312
DE2270080478;23626
DE8030305882;86368
DE3390003179;02708
DE5030003324;50679
DE2151411647;20537
DE3330047864;19395
DE4030007628;46397
DE5170079025;56424
DE4250279825;48496
DE8310309647;97268
DE4290012518;34414
DE2151367448;20354
DE3490024440;17268
DE5310087175;42929
DE3110160363;66740
DE8210124115;88074
DE5330005791;42697
DE4070488106;44137
DE7050023602;76669
DE5290030624;56564
DE2012062773;10787
DE4250126595;48268
DE2390281471;22926
DE5350000086;54340
DE5350079267;54311
DE6110022182;36304
DE2390089177;25474
DE3490043194;17098
DE8310240838;97616
DE4330125953;57234
DE6150366581;34497
DE7050157214;69151
DE3150082837;04651
DE6090068289;36381
DE5250204752;46045
DE7170274604;68167
DE4250048715;48366
DE8170727750;40470
DE5190031366;50935
DE7270025576;78628
DE5310031675;42857
DE5390033163;46539
DE7270036404;72585
DE2011449829;12157
DE5110020607;45356
DE6050223664;64295
DE8230380541;94315
DE8070264965;96355
DE2090098603;24966
DE7330432745;70771
DE2050040040;28844
DE2390139233;20097
DE3390002623;02739
DE4270089113;59755
DE4290114907;59590
DE5070093066;47055
DE5150141905;51647
DE5210052354;40667
DE5350041586;54343
DE7050022898;74722
DE7230077163;72202
DE7270017141;72766
DE7270023192;72138
DE8010154556;63801
DE8030062644;86850
DE8290027205;82538
DE8310167490;97816
DE8350056181;85368
DE8170039459;81369
DE4070375155;44143
DE2030006922;38162
DE2030041361;38100
DE4030031095;48734
DE5310009336;42855
DE6190001355;64546
DE8270198936;88480
DE2010237378;12059
DE7010007596;79235
DE7270255275;78588
DE5270104343;41460
DE6250074643;65203
DE8170307180;81373
DE8230287399;92637
DE3090065084;99091
DE5170052097;56424
DE5270053604;41468
DE7330709270;70794
DE8210064713;88239
DE8150081128;87616
DE5110033645;45239
DE4290027094;33098
DE5330201532;40764
DE6110023817;63695
DE2190114202;30938
DE5030251444;53721
DE5030377158;56651
DE2270219347;23568
DE7010052293;79856
DE6150014660;35066
DE6090007698;36115
DE6110066411;35745
DE8270211614;89160
DE5010301226;52078
DE2010509930;15838
DE4330139687;57080
DE8310240646;75175
DE2250143662;26639
DE7250040454;66500
DE7350006995;78052
DE7330548980;71394
DE2050369290;49413
DE6150099978;36251
DE7330032417;70174
DE5030177320;53111
DE2012133731;10117
DE5010006041;52353
DE7010109027;79108
DE6070569717;60313
DE7010276229;79108
DE5090022921;40211
DE5330000046;42699
DE2410023428;49824
DE7090019247;67742
DE3270004406;16827
DE5150000060;51709
DE4330002796;57392
DE8190375362;91174
DE2230080033;24211
DE6150011660;34576
DE5390009923;46483
DE3150332912;04209
DE4350092869;45527
DE8030224530;86672
DE3170280416;39288
DE7270193382;72336
DE3090069793;99098
DE2050005579;28215
DE8190363034;90441
DE5370003315;42553
DE2350119983;27446
DE2090025415;24963
DE2110002019;37589
DE2150491186;22525
DE2330003443;29439
DE4070341615;44147
DE4170054875;37696
DE4290008737;33098
DE4330103583;57482
DE4330223191;57334
DE5030478960;53721
DE5030497899;53639
DE5050430932;40549
DE5230023575;41199
DE5290052007;53567
DE5350142532;54296
DE6150033033;34131
DE7010239149;79111
DE7030002378;73037
DE7270166671;78664
DE7330721608;71691
DE8070152738;96332
DE8090050461;96450
DE8150189571;87600
DE8190003309;90427
DE8230402461;92720
DE8230529230;93083
DE8250406739;83125
DE8230135527;94086
DE7210102887;77656
DE5190664677;79106
DE5030174775;53797
DE2150908681;22043
DE5010064594;52441
DE5050440458;40212
DE4270130318;59505
DE2030006609;38228
DE2150907974;21031
DE3110008661;07973
DE3230022479;99846
DE4330127747;57584
DE7050215168;76694
DE8330188412;85551
DE2410020253;49832
DE7330892800;71034
DE5350084400;54552
DE4170245930;32312
DE7170002132;68799
DE5230229061;41749
DE8190641630;91217
DE6150086937;34286
DE7230221134;75394
DE5190026835;51147
DE7230309670;74343
DE8170138136;80993
DE2050070155;49424
DE8030095051;86663
DE2050311991;29683
DE4210024146;58509
DE7370022947;89537
DE6050015137;64646
DE5030328043;76534
DE5050323328;40227
DE5230152862;41199
DE6150039951;34454
DE6210056889;63263
DE5050639394;40472
DE8210157893;88250
DE2250003742;26721
DE5330097025;40880
DE8310029871;97076
DE8350197760;84347
DE8150004684;87561
DE8090022334;96472
DE8090022762;96450
DE4110021274;58769
DE5150059098;51688
DE8230041963;92708
DE2390166238;21465
DE7290250967;66620
DE7030001046;73037
DE8150025933;87600
DE3390002971;02708
DE6210324530;63065
DE2010357265;13187
DE8230369333;93055
DE3070365274;01217
DE2050078614;28832
DE2050199006;28790
DE2151077875;21031
DE2230163865;24145
DE2250000125;49740
DE3070277254;01809
DE3170051597;39307
DE3250057928;15526
DE3490068362;44379
DE4170087443;32108
DE4210013331;58511
DE5030001140;53227
DE5170129343;56424
DE5190337657;50354
DE6110005202;35091
DE6190174523;55120
DE7270034796;78606
DE7290079163;66450
DE7330773411;73734
DE8170770320;80336
DE8250160082;85625
DE4070279967;59469
DE5390024036;46539
DE4230010845;32479
DE3070388477;01277
DE6090014613;36041
DE2230211383;24226
DE5330217115;42699
DE2230166577;24245
DE3290031611;39261
DE2290213259;15345
DE2010724477;10117
DE3430047644;07381
DE3330063005;19258
DE4070008792;44577
DE4130000997;33449
DE4130010247;33335
DE6090060706;36041
DE6210109206;64747
DE7210030376;77731
DE8110132674;08262
DE8250025258;83313
DE8250112523;83627
DE7190126725;76857
DE5030460118;56340
DE4130000992;33442
DE3110166696;07819
DE2390019416;25451
DE3330078616;19306
DE6290079130;61476
DE7330501042;70499
DE3390019641;02625
DE2110081468;37412
DE6290006636;65817
DE4030028683;46325
DE8230205464;92637
DE5050559115;40221
DE7330479546;70565
DE8010077960;63906
DE3030154567;09306
DE3110031636;07580
DE8250135438;84489
DE5210272032;47829
DE8190359228;90768
DE4250021163;48432
DE4250286839;48477
DE7330145733;71149
DE8030102157;86399
DE2370208147;26122
DE5210227630;47829
DE8190029475;91781
DE3390035971;02699
DE7290401826;66265
DE2010696613;14612
DE8190497624;91056
DE5230035477;41061
DE6150176788;36251
DE4250034427;48153
DE8330310649;85256
DE7290353125;66773
DE6290071413;61348
DE7330018543;71272
DE3130317841;06114
DE8090014781;96465
DE6250080470;65203
DE2290153766;25524
DE3030104213;09399
DE6190077658;55129
DE8190241776;91207
DE2010633835;12489
DE2150083618;22115
DE2151443953;20097
DE2190427435;31275
DE3090003005;99334
DE3350053556;38486
DE4070026993;44143
DE4190056239;58638
DE4350006198;58454
DE5070044144;47119
DE5230242588;47669
DE6090042839;36041
DE6110133233;63697
DE6110223478;35510
DE6150260871;37235
DE6270043810;67596
DE6290079967;61389
DE7210000226;77654
DE7230308946;75210
DE7270019073;72555
DE7270231584;72124
DE8030100176;86316
DE8170594002;81379
DE8250203653;83416
DE8250237030;83093
DE8310026264;97199
DE3350036997;13627
DE4050011195;45711
DE7290051107;66802
DE6090072565;36041
DE6070018737;60388
DE3130007894;36157
DE6150120963;34117
DE5030292454;53229
DE5090042365;47551
DE2330023769;29559
DE6150012945;34117
DE6290248337;65812
DE8070010035;95448
DE8230068651;92637
DE5030060457;53347
DE6150099855;34477
DE2190459577;30539
DE3110014169;07806
DE4130032036;59302
DE4130072255;33378
DE4330019720;57392
DE5050288620;40593
DE5230205843;41747
DE6050096268;64319
DE7230254535;72250
DE7330548999;73240
DE8150016474;87527
DE8150106574;87437
DE7050202590;74889
DE5290001246;57610
DE7330635579;71063
DE4070064332;59427
DE4250082722;48165
DE3030014481;09430
DE8150267559;87448
DE2130010606;37441
DE5170011075;56727
DE7050196611;69117
DE2010065369;12167
DE8230278292;92421
DE7370035067;73431
DE7090087007;67749
DE8310006908;97084
DE2150666537;20359
DE4010149801;33602
DE2130047900;37520
DE2190014540;30161
DE8350026366;84323
DE4250370895;48336
DE2290285211;24582
DE8210121897;88361
DE8090001066;96271
DE7210095181;77704
DE2050689169;49661
DE4190065112;58089
DE2290076399;24629
DE4170027051;32051
DE2011246710;12681
DE8270197487;89081
DE2030301323;38229
DE8110097637;08209
DE3030255844;65760
DE6130008479;63477
DE3290053982;06766
DE2010393790;14482
DE2011607672;13509
DE2012095164;13059
DE2050193078;28816
DE2050780353;28816
DE2130005741;37154
DE2390390903;25479
DE2390415758;22941
DE3130054508;06313
DE3150003667;04442
DE3170003017;39120
DE3190276516;18069
DE3230010224;99759
DE3230180810;37339
DE4010003073;33689
DE4030016548;46325
DE4030040024;46395
DE4070251633;44379
DE4070430424;44269
DE4130098504;33378
DE4270001394;59846
DE4270008970;59846
DE4290131808;33106
DE4330034253;57413
DE4350078339;58453
DE5030392025;53127
DE5050247713;40699
DE5190137299;50374
DE5210101733;47918
DE5230318095;41068
DE5310000529;42859
DE5350000148;54497
DE5410248040;42103
DE6050047840;64347
DE6050129178;64653
DE6110023490;63667
DE6130116908;63633
DE7010241581;77731
DE7170019144;68804
DE7170101781;68169
DE7210012456;77955
DE7210049099;77948
DE7210094597;77736
DE7270024503;72144
DE7270281387;72768
DE7330028433;73779
DE7330082674;73240
DE7330107358;73630
DE7330285002;70806
DE8030212175;86150
DE8070008120;95692
DE8070234286;95473
DE8170015439;81737
DE8190057688;91623
DE8190081203;90556
DE8190708213;91413
DE8250000776;84555
DE8250002163;83395
DE8250213690;83362
DE8250391791;83371
DE8270027793;89275
DE8290034030;82319
DE8290174273;82449
DE8310035309;97526
DE8310035439;97828
DE8350032700;84359
DE8350177054;85356
DE7330094836;73257
DE3070013355;01900
DE7190032713;67433
DE6010119874;55758
DE5410050557;42489
DE3070281547;01683
DE2110012877;34346
DE7230035553;76307
DE5030268296;53347
DE7110007550;76187
DE8150110830;87600
DE7030009310;73072
DE8190503961;12529
DE8070058656;95339
DE5170000963;56412
DE2050556178;27753
DE4150081630;59067
DE8270110980;89250
DE5170134542;56427
DE8170070588;80636
DE2010055647;12249
DE2030284104;38239
DE2090168074;24941
DE2151181013;20535
DE2290153619;23845
DE3030010865;09116
DE3230055242;99974
DE3490009327;17036
DE4070000437;44289
DE4070403298;44357
DE4130054287;33397
DE4170027706;32791
DE6010072343;55576
DE6110004104;35463
DE6110023560;35619
DE7010006834;79183
DE7070006727;71711
DE7130105463;78224
DE7230241040;72202
DE7270005492;72401
DE7270181411;72351
DE7290010139;66839
DE7330244524;71549
DE7330836223;70839
DE8070105018;95444
DE8170490866;85622
DE8190432588;91522
DE8190642026;91710
DE8250117318;84524
DE8290003854;82319
DE7270008266;72762
DE3150067450;04736
DE4130001889;33335
DE5310009793;42897
DE7330743175;73249
DE5410252587;42349
DE6110224370;35638
DE6290029282;61381
DE7270013898;72525
DE3070052136;01665
DE3190106599;18528
DE5030136119;53489
DE4190035115;58708
DE4290035474;59557
DE6050036178;69509
DE5070175461;47058
DE8210018202;88255
DE2011475158;12099
DE6210045614;64720
DE3250144946;15517
DE5190022750;51429
DE2350033736;27472
DE5110259346;45141
DE3310167828;08301
DE8030053601;86163
DE2030317920;38122
DE3050107448;03130
DE4290155768;33175
DE4050181233;44807
DE8010092698;63791
DE2050251783;28197
DE8150159822;87645
DE3150027712;04509
DE5350098248;54568
DE7010129588;79862
DE7330376749;72669
DE2050258999;28217
DE5090025758;47533
DE2151237577;22525
DE2210011988;31195
DE2270145697;23560
DE2290020716;24534
DE2310197851;49090
DE3170238762;39112
DE4210015208;58553
DE5030003684;53119
DE5090018146;47574
DE5210124275;47445
DE5310066257;42929
DE6110070997;35321
DE6110313899;35428
DE6150206154;34497
DE7230023617;75433
DE7270211083;78658
DE7330875502;70178
DE8310071733;97230
DE8310149940;97076
DE8310157353;97653
DE8350080163;85452
DE8350186921;85416
DE2310118128;49597
DE3050020771;03130
DE2011279486;12207
DE2050750774;27337
DE2190508518;31634
DE7330035099;72622
DE2250133258;26725
DE8310260903;97638
DE7010091753;79730
DE8230054672;93073
DE7330477763;70469
DE8270118279;89290
DE4270041896;59581
DE5250062233;46049
DE7050103586;69190
DE6070033487;65830
DE4170124335;32584
DE3030037272;09247
DE8030056970;86672
DE3030049756;09116
DE3050027623;15938
DE8070196708;92681
DE4030018028;46399
DE2011500186;12207
DE6090001151;36132
DE6210051839;63225
DE7210006163;77791
DE7270061347;72108
DE7330059853;71364
DE2390020699;25436
DE4230092845;32423
DE6290094120;61350
DE7330322467;70499
DE8090016759;96472
DE4290178574;33142
DE8110166265;95482
DE2230166139;24222
DE8230064533;94474
DE7290306601;66578
DE3270009331;14669
DE8170252691;80935
DE5270161915;41564
DE8150000918;87480
DE5390096999;46562
DE8230424409;94152
DE4250456668;48268
DE3350000598;38486
DE8190746259;91207
DE5030226870;53879
DE8250155566;85599
DE3450008290;99425
DE2030125377;38154
DE4250145159;48607
DE3410031920;07745
DE8190118757;90427
DE8350174820;84359
DE3230169651;37327
DE6150180060;34281
DE4270127302;59581
DE7270014906;72587
DE8230261003;92690
DE2250029823;26871
DE2330003021;21398
DE2390097571;22844
DE4010131957;33758
DE4030011913;46354
DE4030020362;46325
DE5050007358;40699
DE5170135536;56154
DE5190414555;50933
DE5390040075;46395
DE6090025708;36137
DE6150192935;35066
DE6170086707;65549
DE6250164423;65203
DE7010186353;79539
DE7070011645;74523
DE7230078475;75249
DE7330102502;71154
DE7330126966;71384
DE7330557498;70806
DE8070233328;95326
DE8110031447;08541
DE8110121705;08541
DE8170027927;80687
DE8170103834;81373
DE8230351177;93482
DE8230529505;94089
DE8250004314;83112
DE8350026088;84051
DE8030113011;86150
DE3330007396;19348
DE2010925409;15806
DE5070254813;47055
DE5030170808;53639
DE8150198428;87527
DE6050203874;64625
DE4230058313;32479
DE2230200734;24232
DE5110081630;45149
DE2050199682;49681
DE2010268117;10318
DE5030120038;53229
DE8230195031;93086
DE2011460293;12165
DE3430031950;07318
DE4070193981;59423
DE3070095403;01796
DE6010023553;55576
DE5190874877;51149
DE3230032125;99869
DE2250277302;26892
DE3030076994;09599
DE7290000299;66115
DE7050245651;76646
DE6290017972;61352
DE2050049708;49413
DE6150065860;34431
DE8230201004;94333
DE4250263548;48691
DE7290265128;66663
DE7290277952;66386
DE5370013832;42551
DE2011559779;14469
DE2090016447;24392
DE3150178985;04849
DE6250227562;65321
DE8170558951;81243
DE2030280898;31226
DE3490066168;17291
DE4130052572;33378
DE4170075989;32278
DE4250477536;48565
DE4290001504;33165
DE5230021431;41199
DE5230137855;41236
DE5250014527;45470
DE5270002727;41515
DE6170001669;65549
DE6210073376;64756
DE7010070364;79364
DE7210059003;77652
DE8150135717;87650
DE8270023979;88430
DE2150349394;21218
DE2010392770;14612
DE2011305198;10829
DE7010195122;79576
DE8030008169;86179
DE7230008741;75417
DE3210117363;98530
DE3030124737;09306
DE8230067885;94089
DE8110033910;08523
DE5230120474;41061
DE7330359174;71229
DE7070226801;74523
DE8270126555;89150
DE6110310395;35633
DE7270071067;72108
DE2090148594;25873
DE3250046673;15562
DE5330180167;40764
DE8190394487;92318
DE7270001275;72379
DE8190625811;90402
DE6210106701;64853
DE2370181131;26180
DE2270209562;23683
DE7290011917;66636
DE8270009923;86476
DE5010296105;52349
DE5290068855;53639
DE7170092751;68165
DE6110322899;35041
DE7050063436;74821
DE4010211885;33719
DE7010054835;79110
DE3450100778;99428
DE3210034033;96528
DE2230094001;24214
DE2050391471;27318
DE2050410715;49377
DE2130006427;38667
DE2170000771;37603
DE2190011517;30559
DE2190057815;30966
DE3030086327;09116
DE3170272052;39104
DE3190004350;18337
DE3290078099;06785
DE3330000317;19370
DE4170231240;32791
DE4190048663;58239
DE4330159521;35236
DE5050033115;40231
DE5050288639;40699
DE5050535346;40474
DE5070001125;47055
DE5070115321;47057
DE5090003047;47589
DE5150152289;51580
DE5270207753;41468
DE5390001591;46485
DE5410117833;42277
DE6090001015;36037
DE6150193803;34582
DE6290265420;61440
DE7210034325;77694
DE7210097651;77716
DE7230108263;75417
DE7290272078;66578
DE7330050887;72649
DE8070016344;95652
DE8070139135;96215
DE8090023585;96476
DE8150032211;87789
DE8190486546;97215
DE8230366502;94036
DE8250112129;83123
DE8270031906;89231
DE8290140143;83661
DE8330084735;85521
DE6210008595;63128
DE5370002808;42551
DE8030077659;86157
DE4130074475;33334
DE4070483230;44263
DE8030148366;86156
DE7290389160;66287
DE7210044275;77704
DE2210022554;31137
DE2011265583;13088
DE6150041116;37284
DE8330035075;85221
DE8190418535;90431
DE2151338938;22041
DE5190080724;50670
DE3270003816;16831
DE8190057586;90530
DE2210075144;31234
DE8290004201;82205
DE7330239311;72644
DE2011697462;15834
DE6190006421;65428
DE6010028200;55606
DE3230119648;99976
DE4150009710;59077
DE2151472620;22395
DE5350103611;54655
DE5150084720;58566
DE4090110439;46236
DE5190818267;50933
DE5330269634;42699
DE5350003664;54516
DE8350125790;85399
DE8130157137;85049
DE2011133448;14532
DE5150000843;51580
DE5270000495;41460
DE5390053499;46485
DE8030252840;86929
DE4270004529;59757
DE2030012742;38112
DE4230083797;31675
DE4130062184;33428
DE4290011425;33142
DE4290091768;33165
DE6130150273;63571
DE7070291375;74252
DE8230336020;92536
DE8250031586;84539
DE2151381585;20097
DE4270014623;59872
DE4130005515;33449
DE6110243528;63667
DE6070551770;60314
DE8170054373;81539
DE8030200972;86159
DE8250391914;83607
DE6010056078;65385
DE8270115093;89143
DE4050368286;44795
DE6170006799;65550
DE2290287020;24536
DE2010646972;10713
DE2010350210;10405
DE2050786277;27232
DE2150655403;20354
DE2151403234;20357
DE2230033602;24118
DE2390038821;25746
DE3030049165;09661
DE3150009595;04860
DE5050647227;40721
DE5190002871;50829
DE6090078533;36160
DE7130072934;78269
DE7230135350;72160
DE7230152172;72285
DE8170000928;80993
DE8170054161;81243
DE8170424602;80807
DE8170864154;81379
DE8350178664;84030
DE7370134433;73430
DE2090215491;25813
DE2230217178;24103
DE5270154781;41468
DE5370004293;42551
DE7010301858;79183
DE4110030431;58339
DE8170553744;81373
DE2190270214;42551
DE7150088244;67133
DE8230016806;93102
DE2390021620;22926
DE2250069690;49716
DE5150130085;99869
DE2011695373;12681
DE4070151520;44536
DE6150266040;36275
DE2010961887;16321
DE2370176257;26655
DE5050486630;40489
DE6150226616;34560
DE8130068042;85080
DE2011889071;10997
DE4050046520;45659
DE5350003348;54294
DE4050479477;44653
DE7210111768;77652
DE7230132951;72221
DE8150049927;87775
DE8170061479;81543
DE8150110872;87600
DE4070430219;44147
DE7090006147;67663
DE3230149658;99817
DE3250041909;16307
DE2190192751;30629
DE6150325474;34308
DE7330072807;70736
DE8210014338;88316
DE8250033469;83334
DE8350215012;84405
DE8070155076;96328
DE6110002493;35423
DE2010678647;16792
DE5390012534;46485
DE5010248458;52066
DE3230042971;99706
DE2151206703;21129
DE4290054007;33100
DE4330035483;57250
DE4330208903;57537
DE5030157318;53604
DE5070160827;47269
DE7130033559;78467
DE8190419890;90768
DE8190712835;91710
DE8310153878;97437
DE4030047771;46414
DE7270208285;78647
DE6170114280;65510
DE8190013195;90431
DE6110382876;35633
DE3330223672;19230
DE5170117582;56068
DE2190457225;31319
DE2330038364;29451
DE2290221657;24647
DE2050799218;27259
DE2050713902;27404
DE8330365262;82140
DE7330826532;71701
DE2290209385;24536
DE6110005336;35396
DE7330701965;70174
DE3290187585;06808
DE6110049824;35435
DE7330359532;70736
DE2010088771;13627
DE2010363029;13509
DE2010395731;14552
DE2010825725;13469
DE2010944004;13347
DE2030011904;38104
DE2030038722;38275
DE2090008617;25938
DE2090243431;25923
DE2150031735;22525
DE2150322234;22525
DE2190468668;31582
DE2270041385;23611
DE2290043004;25557
DE2390130516;25436
DE2390215186;25489
DE3030143523;09131
DE3070064907;01773
DE3090033804;99310
DE3230079634;37308
DE3250059772;15890
DE3270114449;14776
DE3290036053;06844
DE3290163976;06749
DE3490086584;17248
DE4050014975;44625
DE4070023444;44577
DE4070254063;44329
DE4070407625;44149
DE4130037645;33330
DE4190063269;58644
DE4230003720;32457
DE4250009292;48485
DE4250265955;48727
DE4270050578;59425
DE4290252135;37688
DE5010005835;52224
DE5030001515;53797
DE5030121991;53113
DE5030197507;53859
DE5030349172;53175
DE5030425013;53332
DE5050052949;
DE5050120978;40470
DE5050171593;40233
DE5050434100;40217
DE5150019270;51647
DE5170149029;56751
DE5230135517;41065
DE5250002606;45472
DE5270142894;41464
DE5310074540;42897
DE5370001109;42553
DE6010136421;55469
DE6090005641;63628
DE6110006588;35457
DE6110009168;35396
DE6110010312;35708
DE6110028851;35260
DE6110330732;35578
DE6150052126;36166
DE6150231326;34537
DE6210005133;63533
DE6250047799;65189
DE6290022491;61352
DE7010044038;79336
DE7010044516;79713
DE7010255569;79108
DE7050049106;69436
DE7050165049;74821
DE7050271972;74936
DE7130031591;78234
DE7130106863;88094
DE7130128687;78579
DE7230106446;75173
DE7270002104;72415
DE7270012213;72461
DE7270155176;78576
DE7330017242;70736
DE7330024669;73655
DE7330046162;70597
DE7330085495;70597
DE7330388729;71277
DE7330518591;71686
DE7330531015;73760
DE7330626833;70794
DE7330837628;73265
DE7330896188;70567
DE7370015239;89561
DE8030004324;86551
DE8030007845;86551
DE8030083173;86947
DE8030166329;86559
DE8030214791;86150
DE8030314298;86153
DE8070101530;96247
DE8130009654;85080
DE8170525589;80337
DE8190050455;90584
DE8190093961;91541
DE8190366756;91555
DE8190583798;91595
DE8190767829;90587
DE8230309528;93437
DE8230366139;92665
DE8250087978;84453
DE8290086060;82439
DE8310198105;97797
DE8330142250;85737
DE8330142901;85635
DE8330143118;82194
DE8330313587;85521
DE8330318336;82152
DE8330402354;82166
DE8350083481;84152
DE8350144317;84032
DE8350163446;85356
DE7330319535;71229
DE4090245087;45891
DE7010344835;79356
DE2050476834;28755
DE7330616596;70771
DE7310013875;67346
DE3190037604;18337
DE3250030180;15326
DE6090000170;36088
DE7030057658;73312
DE8310317848;97230
DE5350003082;54636
DE6010001887;56288
DE4250015913;48599
DE8170386402;82166
DE6070337516;60489
DE8010056353;63741
DE8250122321;83346
DE8290201512;82205
DE4070021730;44379
DE2370157423;26188
DE2210166179;31135
DE7250068877;66482
DE4150013719;59067
DE6090031702;36037
DE2390168861;25462
DE2010023727;12043
DE7290323291;66333
DE7050035870;74915
DE8190411397;91710
DE6090102039;36364
DE2350068603;27572
DE3070013245;01609
DE5230263622;41199
DE2190556229;30159
DE5350001500;54576
DE5350003380;54518
DE5350052827;54597
DE6170071456;65594
DE8170866389;81241
DE8210127673;88239
DE5070111756;45131
DE3230159999;99867
DE4310063866;58332
DE3330212401;19309
DE3030019637;09496
DE8170016164;81737
DE8190061497;90402
DE3210024758;96515
DE2230004631;24235
DE3490017256;17034
DE8170754488;80801
DE7230096564;75365
DE6170046556;65549
DE5030239989;51147
DE2250100479;26721
DE8150078934;87745
DE2390197742;25462
DE4070349303;59174
DE8190524297;90441
DE8070000695;95346
DE2050000537;28307
DE6150285787;34560
DE2050102470;28844
DE2130001775;38644
DE3090006443;99091
DE4170262958;32278
DE4250244327;46395
DE4330013639;35239
DE4330156491;57223
DE5390050140;46485
DE6090005156;36043
DE7230049571;75417
DE7250008443;66987
DE7290289618;66538
DE7330136848;70499
DE8030279737;86167
DE8090031442;96269
DE8110033085;08468
DE8250101744;83104
DE8330287338;82275
DE5110164264;45127
DE7270007153;72793
DE7010177971;79539
DE4190033980;58675
DE2010120082;10707
DE2011502138;12589
DE2050396561;27211
DE2370040520;26203
DE3030215190;01067
DE4010102897;33609
DE4030041196;46359
DE4130004566;33332
DE4250045250;48683
DE4270014823;59929
DE5070029443;47051
DE5170129725;56729
DE5350001178;54295
DE5350010421;54295
DE5370005503;42553
DE6110023791;35753
DE6170003135;65582
DE6250218350;65329
DE6250221158;65239
DE7350081773;78078
DE7370148693;73453
DE8010112941;63801
DE8030234161;86462
DE8070240525;95671
DE8090052491;96489
DE8110147098;95111
DE8170621748;80538
DE8210034975;88299
DE8310286020;97753
DE8310287268;97816
DE7130029156;78239
DE8270122573;73312
DE5350181450;54568
DE3270084475;16816
DE6050211188;64658
DE8250226088;84539
DE2190417796;31582
DE8190783899;91710
DE8170226925;80333
DE4330017489;57076
DE2010505139;14467
DE8190415435;91788
DE7270159853;72525
DE8010009156;63814
DE2050496459;27356
DE5410015377;45549
DE6170027933;86368
DE5390023577;46539
DE6210097967;63110
DE2390084660;22083
DE2410012524;48527
DE7050203298;69190
DE7150004369;67125
DE3030011108;09212
DE3110080829;07545
DE7010329036;79576
DE2370016504;26382
DE5170072439;56235
DE6170109854;35799
DE8170347405;80807
DE8250196739;83564
DE2190348192;30938
DE6210080534;63071
DE3430005823;07407
DE5370042960;42579
DE8270209798;89257
DE2010848215;10437
DE8250078425;85625
DE4210025748;58840
DE2250103283;26723
DE5050552794;42781
DE5150093669;51789
DE8230264540;92533
DE8150200348;86874
DE4070190402;44225
DE5110024359;76829
DE2130072188;38690
DE3110072298;07545
DE7230064980;72221
DE2350106809;27478
DE5330269723;40764
DE5050569960;50678
DE7330100859;71277
DE8330133819;82239
DE4270124452;59929
DE2110031193;37075
DE6050086306;64625
DE4050391224;44623
DE2030262529;38118
DE2151381582;20097
DE7090051273;67681
DE5190266287;51105
DE4290088338;33100
